gene,rho_vs_stage,p,q,is_signature
SRP9,0.07867118481624087,0.6074694836429728,0.9513387218290172,False
ATG7,-0.07867118481624087,0.6074694836429728,0.9513387218290172,False
AC124283.3,-0.07866459344454362,0.6074996731828373,0.9513387218290172,False
FTSJ1,-0.07867114655118507,0.6074696589012035,0.9513387218290172,False
TMIGD2,-0.07866402334406622,0.6075022843648324,0.9513387218290172,False
KLHL6-AS1,0.07859936364884201,0.6077984709245043,0.9516599837527023,False
FAM204A,-0.07859854290966999,0.6078022308823332,0.9516599837527023,False
SDHD,-0.07859854290966999,0.6078022308823332,0.9516599837527023,False
TMEM139,-0.07857768201828975,0.6078978018402653,0.951760142338494,False
LINC01184,0.07852590100309914,0.6081350565084088,0.9519853351383064,False
LINC02453,0.07852848762302518,0.60812320396818,0.9519853351383064,False
PSMB8-AS1,-0.07852559401362506,0.6081364632176471,0.9519853351383064,False
GJB4,-0.0784880727383163,0.6083084064363841,0.952205003983606,False
LINC00882,0.07847911286526323,0.6083494686164322,0.952219788281331,False
FOXP1-AS1,0.0784426232206287,0.6085167092211798,0.9524320617198978,False
AL451085.2,-0.07841058984321198,0.6086635419865477,0.9526123730192204,False
AC073957.1,-0.07840054800343164,0.6087095743307622,0.9526293963385033,False
GOLGA8B,-0.07838061718995742,0.6088009427010384,0.9526293963385033,False
TRIM59,0.07838724370207667,0.6087705642802933,0.9526293963385033,False
DGKQ,-0.07839094605831484,0.6087535915719917,0.9526293963385033,False
RARRES1,0.07836204478838377,0.6088860890350306,0.9527131308950549,False
AC018690.1,-0.07830601237847236,0.6091430040890083,0.952818108141096,False
HSD11B1L,-0.07832288892167563,0.6090656182989164,0.952818108141096,False
LAMTOR4,-0.07830797528338657,0.6091340031576467,0.952818108141096,True
AKNA,-0.07830797528338657,0.6091340031576467,0.952818108141096,True
NOP10,0.07833534358079018,0.6090085113454675,0.952818108141096,False
CCZ1,-0.07830797528338657,0.6091340031576467,0.952818108141096,False
TCEAL1,0.07829882360709284,0.6091759688005104,0.9528201844905204,False
FGD1,-0.07826230363339551,0.6093434460102501,0.9529882992444436,False
FAM227A,0.0782546865187741,0.6093783798801173,0.9529882992444436,False
SELENOV,0.078254831079584,0.6093777168824226,0.9529882992444436,False
COL6A5,0.07823850086071164,0.6094526139469624,0.9530549028631117,False
SALL4,-0.07821659319712923,0.6095530976549312,0.9531625463174227,False
AL359915.1,-0.07816269147024485,0.6098003585162478,0.9532125686867369,False
LCA5L,0.07818175577644533,0.6097129008060707,0.9532125686867369,False
AC010615.2,0.07816132237355661,0.609806639468983,0.9532125686867369,False
SSR4,0.07817299162071063,0.609753105797238,0.9532125686867369,False
AL356740.2,0.07818651514585404,0.6096910679863432,0.9532125686867369,False
TVP23C,0.07816269147024485,0.6098003585162478,0.9532125686867369,False
SREBF2,0.07816269147024485,0.6098003585162478,0.9532125686867369,True
UCP3,-0.07814414239780107,0.6098854577462596,0.9532862949420854,False
AC112907.1,0.07812058579920439,0.6099935377840782,0.9532984412396832,False
AC108734.4,-0.07810882503411655,0.6100475004251852,0.9532984412396832,False
LINC02843,0.07811110889567538,0.6100370210828552,0.9532984412396832,False
AC009509.1,0.07810795458562395,0.6100514944387693,0.9532984412396832,False
AP000266.1,0.07812058579920439,0.6099935377840782,0.9532984412396832,False
AC073210.3,-0.0780825437161388,0.6101680960017598,0.9533564594470515,False
AC008556.1,-0.0780825437161388,0.6101680960017598,0.9533564594470515,False
FO704657.1,-0.07807916777022587,0.6101835877511493,0.9533564594470515,False
LINC02381,0.07806319070758795,0.6102569065692449,0.9533720954012839,False
