donor,stage,gene,nCells,raw_mean,det1,det2,dm_mean,dm_det1
84,NAFLD,ASS1,301,4.4551,0.794,0.5914,0.7552,0.3368
84,NAFLD,CPS1,301,21.5482,0.9801,0.9336,3.3941,0.9271
84,NAFLD,PCK1,301,4.1528,0.7641,0.598,0.737,0.3472
84,NAFLD,ALDOB,301,8.7409,0.9103,0.7874,1.3064,0.6111
84,NAFLD,HAL,301,1.5947,0.4286,0.2591,0.2873,0.1319
84,NAFLD,ARG1,301,2.6047,0.7076,0.5183,0.4401,0.1875
84,NAFLD,ALB,301,49.289,1.0,1.0,8.8672,0.9931
84,NAFLD,ACTB,301,0.093,0.0897,0.0033,0.0165,0.0035
84,NAFLD,GAPDH,301,0.113,0.103,0.01,0.0217,0.0035
84,NAFLD,stress_mod,301,0.2924,0.2292,0.0498,0.0556,0.0069
9,NASH w/o cirrhosis,FOS,2917,0.0,0.0,0.0,0.0,0.0
9,NASH w/o cirrhosis,JUN,2917,0.0219,0.0202,0.0017,0.0052,0.0007
9,NASH w/o cirrhosis,JUNB,2917,0.0048,0.0045,0.0003,0.0011,0.0
9,NASH w/o cirrhosis,JUND,2917,0.0267,0.0257,0.001,0.0062,0.0007
9,NASH w/o cirrhosis,ATF3,2917,0.0192,0.0178,0.0014,0.0051,0.0011
9,NASH w/o cirrhosis,DUSP1,2917,0.025,0.0237,0.0014,0.0065,0.0018
9,NASH w/o cirrhosis,HSPA1A,2917,0.0158,0.0154,0.0003,0.0038,0.0007
9,NASH w/o cirrhosis,HSPA1B,2917,0.0041,0.0041,0.0,0.0006,0.0
9,NASH w/o cirrhosis,GLUL,2917,0.2311,0.1097,0.0326,0.0491,0.0136
9,NASH w/o cirrhosis,CYP3A4,2917,1.7467,0.3836,0.2211,0.382,0.144
9,NASH w/o cirrhosis,CYP2E1,2917,11.6068,0.9541,0.893,2.8876,0.8266
9,NASH w/o cirrhosis,CYP1A2,2917,0.4498,0.2321,0.0987,0.1084,0.0312
9,NASH w/o cirrhosis,ADH4,2917,13.5773,0.9822,0.9434,3.058,0.9251
9,NASH w/o cirrhosis,AKR1D1,2917,3.5375,0.8015,0.6088,0.8106,0.3673
9,NASH w/o cirrhosis,SLCO1B3,2917,10.5564,0.8063,0.6208,2.2848,0.5156
9,NASH w/o cirrhosis,ASS1,2917,1.8296,0.6623,0.4042,0.48,0.1996
9,NASH w/o cirrhosis,CPS1,2917,9.0192,0.9571,0.8807,2.0596,0.7965
9,NASH w/o cirrhosis,PCK1,2917,0.7895,0.3524,0.168,0.1965,0.067
9,NASH w/o cirrhosis,ALDOB,2917,4.6675,0.8769,0.7158,1.0848,0.5056
9,NASH w/o cirrhosis,HAL,2917,0.6106,0.2623,0.1344,0.159,0.0616
9,NASH w/o cirrhosis,ARG1,2917,1.7233,0.6808,0.4148,0.3992,0.1523
9,NASH w/o cirrhosis,ALB,2917,25.7268,0.9979,0.9942,6.4157,0.9939
9,NASH w/o cirrhosis,ACTB,2917,0.0459,0.0429,0.0031,0.0127,0.0025
9,NASH w/o cirrhosis,GAPDH,2917,0.0775,0.0675,0.0086,0.0195,0.0025
9,NASH w/o cirrhosis,stress_mod,2917,0.1176,0.1039,0.012,0.0274,0.0054
CL103,end stage,FOS,523,0.325,0.1683,0.0554,0.043,0.0137
CL103,end stage,JUN,523,1.4226,0.5985,0.327,0.1953,0.043
CL103,end stage,JUNB,523,0.3002,0.2084,0.0612,0.0459,0.0039
CL103,end stage,JUND,523,0.9407,0.522,0.2237,0.1582,0.0391
CL103,end stage,ATF3,523,1.2849,0.4283,0.2333,0.167,0.043
CL103,end stage,DUSP1,523,1.5602,0.6444,0.3748,0.2275,0.0547
CL103,end stage,HSPA1A,523,1.0784,0.4474,0.2505,0.1445,0.0332
CL103,end stage,HSPA1B,523,0.7572,0.3499,0.1721,0.1206,0.0273
CL103,end stage,GLUL,523,1.0554,0.4207,0.1912,0.1289,0.0273
CL103,end stage,CYP3A4,523,5.0899,0.3499,0.2505,0.686,0.1816
CL103,end stage,CYP2E1,523,3.7017,0.4646,0.3403,0.5244,0.207
CL103,end stage,CYP1A2,523,0.1759,0.0956,0.0249,0.0239,0.0039
CL103,end stage,ADH4,523,4.2849,0.608,0.4608,0.5083,0.2324
CL103,end stage,AKR1D1,523,0.1912,0.109,0.044,0.0303,0.0039
CL103,end stage,SLCO1B3,523,3.7897,0.369,0.2887,0.501,0.1738
CL103,end stage,ASS1,523,4.6807,0.7992,0.6214,0.6479,0.2422
CL103,end stage,CPS1,523,15.2983,0.8834,0.7763,1.7832,0.5898
CL103,end stage,PCK1,523,8.6501,0.7763,0.6692,1.1797,0.4746
CL103,end stage,ALDOB,523,14.7017,0.9369,0.8662,1.8179,0.6641
CL103,end stage,HAL,523,6.0115,0.7419,0.5832,0.8105,0.3145
CL103,end stage,ARG1,523,2.7208,0.6692,0.4933,0.3633,0.1172
CL103,end stage,ALB,523,26.1205,0.9904,0.9484,3.5361,0.7891
CL103,end stage,ACTB,523,0.6176,0.3614,0.1453,0.0825,0.0098
CL103,end stage,GAPDH,523,0.26,0.1778,0.0497,0.0337,0.0059
CL103,end stage,stress_mod,523,7.6692,0.9713,0.8872,1.0757,0.5059
CL104,end stage,FOS,846,0.1017,0.0887,0.013,0.0529,0.0154
CL104,end stage,JUN,846,0.5485,0.3534,0.0957,0.2343,0.0898
CL104,end stage,JUNB,846,0.2825,0.2069,0.0414,0.1291,0.039
CL104,end stage,JUND,846,0.1017,0.0887,0.0071,0.044,0.0142
CL104,end stage,ATF3,846,0.0863,0.0733,0.0071,0.0402,0.0165
CL104,end stage,DUSP1,846,0.7033,0.4527,0.1466,0.3313,0.1253
CL104,end stage,HSPA1A,846,0.065,0.0556,0.0035,0.0233,0.0047
CL104,end stage,HSPA1B,846,0.0272,0.0225,0.0035,0.0133,0.0035
CL104,end stage,GLUL,846,0.5969,0.3972,0.1158,0.2757,0.1017
CL104,end stage,CYP3A4,846,3.8262,0.9054,0.7151,1.5003,0.6678
CL104,end stage,CYP2E1,846,1.9894,0.7459,0.4232,0.8611,0.4066
CL104,end stage,CYP1A2,846,0.0272,0.026,0.0012,0.0121,0.0035
CL104,end stage,ADH4,846,1.3333,0.5674,0.2506,0.4796,0.2187
CL104,end stage,AKR1D1,846,0.0697,0.0272,0.0047,0.0177,0.0083
CL104,end stage,SLCO1B3,846,2.1962,0.5946,0.2459,0.5881,0.2411
CL104,end stage,ASS1,846,0.3392,0.266,0.0461,0.143,0.0496
CL104,end stage,CPS1,846,0.9598,0.4421,0.1442,0.3224,0.1336
CL104,end stage,PCK1,846,0.7742,0.4031,0.1028,0.2985,0.1194
CL104,end stage,ALDOB,846,0.6324,0.4007,0.1359,0.2996,0.1229
CL104,end stage,HAL,846,1.9704,0.7541,0.4208,0.7949,0.3924
CL104,end stage,ARG1,846,0.6324,0.3132,0.0898,0.2042,0.0733
CL104,end stage,ALB,846,14.1454,1.0,1.0,6.4926,0.9835
CL104,end stage,ACTB,846,0.3404,0.2754,0.052,0.172,0.0603
CL104,end stage,GAPDH,846,0.3026,0.2447,0.0449,0.1413,0.0414
CL104,end stage,stress_mod,846,1.9161,0.7825,0.4764,0.8741,0.4255
CL16,end stage,FOS,2874,1.095,0.3876,0.2102,0.209,0.0736
CL16,end stage,JUN,2874,5.9596,0.793,0.6256,1.1841,0.3946
CL16,end stage,JUNB,2874,0.2864,0.1949,0.0588,0.0567,0.0113
CL16,end stage,JUND,2874,1.3894,0.5438,0.3125,0.286,0.1079
CL16,end stage,ATF3,2874,2.4134,0.5066,0.3483,0.4552,0.1837
CL16,end stage,DUSP1,2874,2.2286,0.7293,0.4948,0.4292,0.1766
CL16,end stage,HSPA1A,2874,2.5932,0.5908,0.3967,0.5068,0.1975
CL16,end stage,HSPA1B,2874,0.801,0.3841,0.1907,0.1607,0.0513
CL16,end stage,GLUL,2874,0.9252,0.3907,0.1882,0.1757,0.0552
CL16,end stage,CYP3A4,2874,0.4106,0.0839,0.0414,0.0702,0.0223
CL16,end stage,CYP2E1,2874,1.4617,0.2745,0.1729,0.2636,0.0941
CL16,end stage,CYP1A2,2874,0.0244,0.0174,0.0052,0.0058,0.0018
CL16,end stage,ADH4,2874,1.2136,0.3831,0.2154,0.1976,0.0694
CL16,end stage,AKR1D1,2874,0.1962,0.1169,0.0431,0.0304,0.0064
CL16,end stage,SLCO1B3,2874,0.6695,0.143,0.0946,0.1049,0.0403
CL16,end stage,ASS1,2874,1.8546,0.5574,0.326,0.3471,0.12
CL16,end stage,CPS1,2874,15.3302,0.9433,0.8751,2.7066,0.7297
CL16,end stage,PCK1,2874,12.61,0.8549,0.7505,2.3542,0.6171
CL16,end stage,ALDOB,2874,11.2728,0.9402,0.8636,2.012,0.7035
CL16,end stage,HAL,2874,6.1802,0.8285,0.6799,1.1123,0.4437
CL16,end stage,ARG1,2874,3.8125,0.8086,0.6315,0.6724,0.2948
CL16,end stage,ALB,2874,38.555,0.9955,0.9791,7.0579,0.9222
CL16,end stage,ACTB,2874,1.7091,0.5317,0.3159,0.3477,0.1352
CL16,end stage,GAPDH,2874,0.6688,0.3511,0.1486,0.124,0.0326
CL16,end stage,stress_mod,2874,16.7665,0.9739,0.9297,3.2873,0.787
CL17,end stage,FOS,1305,0.0659,0.0475,0.013,0.0297,0.0115
CL17,end stage,JUN,1305,0.2345,0.1709,0.0444,0.0891,0.0319
CL17,end stage,JUNB,1305,0.0575,0.0498,0.0069,0.0178,0.0033
CL17,end stage,JUND,1305,0.4851,0.3126,0.1119,0.1771,0.0655
CL17,end stage,ATF3,1305,0.2008,0.1379,0.0314,0.0706,0.0213
CL17,end stage,DUSP1,1305,0.7908,0.4636,0.1847,0.2811,0.1089
CL17,end stage,HSPA1A,1305,0.354,0.2261,0.0843,0.1263,0.05
CL17,end stage,HSPA1B,1305,0.1893,0.1471,0.0345,0.068,0.018
CL17,end stage,GLUL,1305,0.2805,0.2092,0.0513,0.0964,0.0303
CL17,end stage,CYP3A4,1305,1.8314,0.318,0.2123,0.7176,0.1892
CL17,end stage,CYP2E1,1305,2.2368,0.5563,0.3801,0.8176,0.3145
CL17,end stage,CYP1A2,1305,0.0421,0.036,0.0046,0.0166,0.0066
CL17,end stage,ADH4,1305,4.3019,0.7586,0.5985,1.5043,0.5422
CL17,end stage,AKR1D1,1305,0.3257,0.2153,0.0736,0.1124,0.041
CL17,end stage,SLCO1B3,1305,1.7923,0.3847,0.2713,0.6769,0.226
CL17,end stage,ASS1,1305,2.0628,0.6291,0.4069,0.6742,0.2867
CL17,end stage,CPS1,1305,7.6483,0.8682,0.7356,2.5659,0.6708
CL17,end stage,PCK1,1305,4.4966,0.7946,0.6352,1.5455,0.561
CL17,end stage,ALDOB,1305,5.3785,0.8429,0.6782,1.6802,0.6446
CL17,end stage,HAL,1305,1.5939,0.5349,0.3226,0.559,0.2367
CL17,end stage,ARG1,1305,0.99,0.4912,0.2398,0.3266,0.1319
CL17,end stage,ALB,1305,15.6736,0.9418,0.8506,5.8927,0.8124
CL17,end stage,ACTB,1305,0.2429,0.1839,0.0375,0.0823,0.0254
CL17,end stage,GAPDH,1305,0.0444,0.0421,0.0023,0.0188,0.0049
CL17,end stage,stress_mod,1305,2.3778,0.7739,0.5303,0.8516,0.3866
CL18,end stage,FOS,2183,0.1287,0.0829,0.0229,0.0265,0.0061
CL18,end stage,JUN,2183,1.2987,0.5735,0.3078,0.2876,0.1008
CL18,end stage,JUNB,2183,0.1067,0.0857,0.0165,0.025,0.0061
CL18,end stage,JUND,2183,1.2904,0.5877,0.3248,0.3258,0.1169
CL18,end stage,ATF3,2183,0.4911,0.2332,0.0916,0.0985,0.0344
CL18,end stage,DUSP1,2183,1.7297,0.7013,0.4292,0.4082,0.1522
CL18,end stage,HSPA1A,2183,2.0738,0.5685,0.3756,0.537,0.188
CL18,end stage,HSPA1B,2183,0.6134,0.3367,0.1438,0.1457,0.0452
CL18,end stage,GLUL,2183,0.7233,0.3298,0.1402,0.134,0.0372
CL18,end stage,CYP3A4,2183,18.4137,0.9038,0.8071,3.641,0.6645
CL18,end stage,CYP2E1,2183,1.7609,0.5066,0.3106,0.328,0.1277
CL18,end stage,CYP1A2,2183,0.0353,0.0266,0.006,0.0055,0.0
CL18,end stage,ADH4,2183,5.3921,0.7948,0.6422,1.0026,0.4053
CL18,end stage,AKR1D1,2183,0.9253,0.4279,0.2162,0.1632,0.0457
CL18,end stage,SLCO1B3,2183,5.7994,0.6349,0.4773,0.9696,0.3242
CL18,end stage,ASS1,2183,3.9537,0.7554,0.5502,0.7286,0.2988
CL18,end stage,CPS1,2183,59.4782,0.9927,0.9785,10.5733,0.9628
CL18,end stage,PCK1,2183,9.0692,0.8649,0.7458,1.9052,0.5735
CL18,end stage,ALDOB,2183,18.5754,0.9853,0.9496,3.2804,0.9057
CL18,end stage,HAL,2183,2.1196,0.5621,0.3578,0.4218,0.1715
CL18,end stage,ARG1,2183,6.2918,0.902,0.7888,1.2707,0.5245
CL18,end stage,ALB,2183,40.2057,0.994,0.9808,7.9661,0.9425
CL18,end stage,ACTB,2183,0.4017,0.2694,0.0857,0.0893,0.0203
CL18,end stage,GAPDH,2183,0.1429,0.1205,0.0169,0.0297,0.0024
CL18,end stage,stress_mod,2183,7.7325,0.9597,0.8882,1.8532,0.6206
HL1,Healthy control,FOS,310,0.0258,0.0258,0.0,0.0134,0.0089
HL1,Healthy control,JUN,310,0.1484,0.1194,0.0258,0.0536,0.0134
HL1,Healthy control,JUNB,310,0.1194,0.1065,0.0129,0.0536,0.0268
HL1,Healthy control,JUND,310,0.1323,0.1097,0.0194,0.0647,0.0268
HL1,Healthy control,ATF3,310,0.0097,0.0097,0.0,0.0033,0.0
HL1,Healthy control,DUSP1,310,0.1903,0.1355,0.0452,0.0703,0.0312
HL1,Healthy control,HSPA1A,310,0.3484,0.2548,0.0548,0.1194,0.0312
HL1,Healthy control,HSPA1B,310,0.629,0.371,0.1484,0.2779,0.1205
HL1,Healthy control,GLUL,310,0.1484,0.0774,0.0161,0.0636,0.0312
HL1,Healthy control,CYP3A4,310,0.5484,0.1968,0.0839,0.2076,0.1071
HL1,Healthy control,CYP2E1,310,8.1419,0.9548,0.8871,3.6339,0.8839
HL1,Healthy control,CYP1A2,310,0.0774,0.0484,0.0161,0.0357,0.0179
HL1,Healthy control,ADH4,310,2.2194,0.5323,0.329,0.731,0.3348
HL1,Healthy control,AKR1D1,310,0.3677,0.2032,0.0613,0.1317,0.0446
HL1,Healthy control,SLCO1B3,310,3.3935,0.3839,0.2548,1.2377,0.3036
HL1,Healthy control,ASS1,310,2.5903,0.7484,0.5129,1.2846,0.4732
HL1,Healthy control,CPS1,310,7.4839,0.8774,0.7161,2.5335,0.7991
HL1,Healthy control,PCK1,310,1.4677,0.4806,0.2774,0.5402,0.2366
HL1,Healthy control,ALDOB,310,1.2742,0.471,0.2613,0.4643,0.1964
HL1,Healthy control,HAL,310,1.0613,0.3581,0.1645,0.4096,0.1875
HL1,Healthy control,ARG1,310,0.7516,0.429,0.1677,0.3013,0.1027
HL1,Healthy control,ALB,310,9.3065,0.9548,0.8645,3.7913,0.9062
HL1,Healthy control,ACTB,310,0.1452,0.1387,0.0065,0.0826,0.0312
HL1,Healthy control,GAPDH,310,0.0548,0.0484,0.0065,0.0279,0.0089
HL1,Healthy control,stress_mod,310,1.6032,0.6484,0.3774,0.6674,0.317
HL2,Healthy control,FOS,849,0.0165,0.013,0.0012,0.0041,0.0
HL2,Healthy control,JUN,849,0.1402,0.1095,0.0188,0.0346,0.0112
HL2,Healthy control,JUNB,849,0.2709,0.2155,0.0483,0.0787,0.02
HL2,Healthy control,JUND,849,0.0424,0.04,0.0024,0.0147,0.0037
HL2,Healthy control,ATF3,849,0.0742,0.0636,0.0082,0.0237,0.0012
HL2,Healthy control,DUSP1,849,0.3428,0.2261,0.073,0.0918,0.0212
HL2,Healthy control,HSPA1A,849,0.0636,0.0577,0.0059,0.0197,0.0037
HL2,Healthy control,HSPA1B,849,0.0318,0.0318,0.0,0.0084,0.0
HL2,Healthy control,GLUL,849,0.0813,0.0648,0.013,0.0218,0.0037
HL2,Healthy control,CYP3A4,849,0.0177,0.0071,0.0035,0.005,0.0012
HL2,Healthy control,CYP2E1,849,3.4511,0.6337,0.5088,1.0022,0.382
HL2,Healthy control,CYP1A2,849,0.0648,0.0424,0.0153,0.0203,0.0037
HL2,Healthy control,ADH4,849,0.6266,0.2792,0.1201,0.1701,0.0599
HL2,Healthy control,AKR1D1,849,0.1543,0.0954,0.0294,0.0381,0.0062
HL2,Healthy control,SLCO1B3,849,1.8139,0.2909,0.1861,0.4613,0.1336
HL2,Healthy control,ASS1,849,1.0695,0.5465,0.2662,0.2968,0.1061
HL2,Healthy control,CPS1,849,3.5713,0.6714,0.477,0.8255,0.3184
HL2,Healthy control,PCK1,849,1.3133,0.3969,0.2403,0.3552,0.1423
HL2,Healthy control,ALDOB,849,1.894,0.6313,0.384,0.4494,0.181
HL2,Healthy control,HAL,849,1.9918,0.6078,0.4005,0.4863,0.201
HL2,Healthy control,ARG1,849,1.2485,0.5453,0.2756,0.2946,0.0961
HL2,Healthy control,ALB,849,15.9388,0.9658,0.9022,4.0175,0.809
HL2,Healthy control,ACTB,849,0.0895,0.0777,0.0106,0.0247,0.0075
HL2,Healthy control,GAPDH,849,0.1378,0.1213,0.0141,0.0375,0.0037
HL2,Healthy control,stress_mod,849,0.9823,0.5324,0.2462,0.2756,0.0961
